time (sec)	y (intensity)
66.55555556	0.017046112
66.61111111	0.016474176
66.66666667	0.016841388
66.72222222	0.016985077
66.77777778	0.017429259
66.83333333	0.01816473
66.88888889	0.017849551
66.94444444	0.017871285
67	0.017227667
67.05555556	0.017999495
67.11111111	0.017417662
67.16666667	0.017127448
67.22222222	0.017009802
67.27777778	0.016530511
67.33333333	0.017399487
67.38888889	0.017475507
67.44444444	0.017205891
67.5	0.017915402
67.55555556	0.017109326
67.61111111	0.017769368
67.66666667	0.01721261
67.72222222	0.017370708
67.77777778	0.016927013
67.83333333	0.016910188
67.88888889	0.017125568
67.94444444	0.01641885
68	0.016654304
68.05555556	0.01705167
68.11111111	0.017498569
68.16666667	0.018416881
68.22222222	0.017405335
68.27777778	0.017340107
68.33333333	0.017471423
68.38888889	0.017559758
68.44444444	0.017441183
68.5	0.016782586
68.55555556	0.016508024
68.61111111	0.017759852
68.66666667	0.01668388
68.72222222	0.016475305
68.77777778	0.017302553
68.83333333	0.017498953
68.88888889	0.018297057
68.94444444	0.01875793
69	0.017896304
69.05555556	0.017821578
69.11111111	0.017689015
69.16666667	0.017977498
69.22222222	0.01750315
69.27777778	0.017123672
69.33333333	0.016757871
69.38888889	0.016950994
69.44444444	0.017522724
69.5	0.017796194
69.55555556	0.018148553
69.61111111	0.018137134
69.66666667	0.017594234
69.72222222	0.017817574
69.77777778	0.017837781
69.83333333	0.017978563
69.88888889	0.016943883
69.94444444	0.017127433
70	0.016742686
70.05555556	0.017080981
70.11111111	0.017236009
70.16666667	0.017303316
70.22222222	0.017708184
70.27777778	0.018101007
70.33333333	0.01842935
70.38888889	0.017997322
70.44444444	0.017782943
70.5	0.018435764
70.55555556	0.017519576
70.61111111	0.017798649
70.66666667	0.018166304
70.72222222	0.017461448
70.77777778	0.01766305
70.83333333	0.017572207
70.88888889	0.016704329
70.94444444	0.016800814
71	0.01771331
71.05555556	0.017453341
71.11111111	0.017795635
71.16666667	0.017804422
71.22222222	0.018079342
71.27777778	0.018074125
71.33333333	0.017222611
71.38888889	0.017758889
71.44444444	0.017650477
71.5	0.017406174
71.55555556	0.0174002
71.61111111	0.016882683
71.66666667	0.017121823
71.72222222	0.017436204
71.77777778	0.017410443
71.83333333	0.017668233
71.88888889	0.018500111
71.94444444	0.018180816
72	0.018067542
72.05555556	0.017334938
72.11111111	0.017877239
72.16666667	0.018211228
72.22222222	0.017508466
72.27777778	0.017337716
72.33333333	0.017327304
72.38888889	0.017811741
72.44444444	0.016691672
72.5	0.016981641
72.55555556	0.017680718
72.61111111	0.018050331
72.66666667	0.018059319
72.72222222	0.017946979
72.77777778	0.01769403
72.83333333	0.017326775
72.88888889	0.017248716
72.94444444	0.017963387
73	0.01741444
73.05555556	0.017278978
73.11111111	0.016667706
73.16666667	0.016487967
73.22222222	0.017475712
73.27777778	0.017189068
73.33333333	0.017946915
73.38888889	0.017876218
73.44444444	0.017445739
73.5	0.017543919
73.55555556	0.017403413
73.61111111	0.017698812
73.66666667	0.017980658
73.72222222	0.017776919
73.77777778	0.016943997
73.83333333	0.016968019
73.88888889	0.017343256
73.94444444	0.016508643
74	0.016918893
74.05555556	0.018311393
74.11111111	0.017477731
74.16666667	0.01790474
74.22222222	0.017436349
74.27777778	0.017480479
74.33333333	0.017712135
74.38888889	0.01689655
74.44444444	0.016629143
74.5	0.017210589
74.55555556	0.016610596
74.61111111	0.016576663
74.66666667	0.016995236
74.72222222	0.017302323
74.77777778	0.0174741
74.83333333	0.017239217
74.88888889	0.017637917
74.94444444	0.017497006
75	0.016826843
75.05555556	0.017403793
75.11111111	0.017063884
75.16666667	0.01672841
75.22222222	0.016705909
75.27777778	0.016591278
75.33333333	0.017208064
75.38888889	0.016829023
75.44444444	0.018773361
75.5	0.017794543
75.55555556	0.017296741
75.61111111	0.017443177
75.66666667	0.017072209
75.72222222	0.01801492
75.77777778	0.017317262
75.83333333	0.016793397
75.88888889	0.017084223
75.94444444	0.017297657
76	0.017034284
76.05555556	0.018144531
76.11111111	0.017966113
76.16666667	0.017630629
76.22222222	0.017532462
76.27777778	0.017426856
76.33333333	0.016871508
76.38888889	0.017251463
76.44444444	0.017117695
76.5	0.016887423
76.55555556	0.017311853
76.61111111	0.016552163
76.66666667	0.016730163
76.72222222	0.016599151
76.77777778	0.017882348
76.83333333	0.017416026
76.88888889	0.017437399
76.94444444	0.017367007
77	0.017430915
77.05555556	0.017328069
77.11111111	0.016203805
77.16666667	0.016810124
77.22222222	0.016534315
77.27777778	0.015609319
77.33333333	0.015895929
77.38888889	0.016105693
77.44444444	0.01660886
77.5	0.017801177
77.55555556	0.017286137
77.61111111	0.016632722
77.66666667	0.017090978
77.72222222	0.017105563
77.77777778	0.016964589
77.83333333	0.017240993
77.88888889	0.016826128
77.94444444	0.016622276
78	0.015731969
78.05555556	0.015904135
78.11111111	0.016034132
78.16666667	0.016543188
78.22222222	0.017906999
78.27777778	0.016783989
78.33333333	0.016969146
78.38888889	0.017043785
78.44444444	0.017603605
78.5	0.016858594
78.55555556	0.016310789
78.61111111	0.016405324
78.66666667	0.016515077
78.72222222	0.016419502
78.77777778	0.015936718
78.83333333	0.017193801
78.88888889	0.016581785
78.94444444	0.017204974
79	0.016595931
79.05555556	0.016892116
79.11111111	0.016880849
79.16666667	0.01689562
79.22222222	0.016618978
79.27777778	0.016101918
79.33333333	0.016091671
79.38888889	0.015771555
79.44444444	0.016689844
79.5	0.017072326
79.55555556	0.016719698
79.61111111	0.016814496
79.66666667	0.016522607
79.72222222	0.016559625
79.77777778	0.016616617
79.83333333	0.015821494
79.88888889	0.016537577
79.94444444	0.01532719
80	0.016299928
80.05555556	0.016213222
80.11111111	0.017009599
80.16666667	0.016826501
80.22222222	0.017009141
80.27777778	0.016891143
80.33333333	0.016464255
80.38888889	0.016452556
80.44444444	0.016158778
80.5	0.016057779
80.55555556	0.015764513
80.61111111	0.015688678
80.66666667	0.015504986
80.72222222	0.017002003
80.77777778	0.016444132
80.83333333	0.016719095
80.88888889	0.016236288
80.94444444	0.016741574
81	0.016230945
81.05555556	0.016528497
81.11111111	0.016637559
81.16666667	0.016034132
81.22222222	0.015805374
81.27777778	0.016199401
81.33333333	0.016978312
81.38888889	0.017084164
81.44444444	0.016672385
81.5	0.016488808
81.55555556	0.016725408
81.61111111	0.016258335
81.66666667	0.01639383
81.72222222	0.016043485
81.77777778	0.016282055
81.83333333	0.016046648
81.88888889	0.016496411
81.94444444	0.016972368
82	0.016606854
82.05555556	0.016742405
82.11111111	0.017484943
82.16666667	0.016976045
82.22222222	0.016380874
82.27777778	0.016862639
82.33333333	0.016799616
82.38888889	0.016128959
82.44444444	0.016234761
82.5	0.017262225
82.55555556	0.018052299
82.61111111	0.0168246
82.66666667	0.017276958
82.72222222	0.016919345
82.77777778	0.016570947
82.83333333	0.017058449
82.88888889	0.017444762
82.94444444	0.016763447
83	0.016985352
83.05555556	0.017561854
83.11111111	0.017198626
83.16666667	0.017583353
83.22222222	0.016899752
83.27777778	0.017838978
83.33333333	0.01723459
83.38888889	0.017424759
83.44444444	0.016833393
83.5	0.017055353
83.55555556	0.017026037
83.61111111	0.017497368
83.66666667	0.017129977
83.72222222	0.017946275
83.77777778	0.017864386
83.83333333	0.01774664
83.88888889	0.017626509
83.94444444	0.017168944
84	0.017220276
84.05555556	0.018301297
84.11111111	0.016361085
84.16666667	0.01730659
84.22222222	0.017155027
84.27777778	0.017373252
84.33333333	0.017392102
84.38888889	0.017994045
84.44444444	0.018305215
84.5	0.018391845
84.55555556	0.017995681
84.61111111	0.018145253
84.66666667	0.017719199
84.72222222	0.017278684
84.77777778	0.017389152
84.83333333	0.017395075
84.88888889	0.0169121
84.94444444	0.017196749
85	0.017241735
85.05555556	0.01751273
85.11111111	0.017543346
85.16666667	0.017220041
85.22222222	0.01811865
85.27777778	0.017191151
85.33333333	0.017519411
85.38888889	0.01688267
85.44444444	0.017602546
85.5	0.017430625
85.55555556	0.01695959
85.61111111	0.017456296
85.66666667	0.016789826
85.72222222	0.01697614
85.77777778	0.016819137
85.83333333	0.017577793
85.88888889	0.017852796
85.94444444	0.017577035
86	0.017026564
86.05555556	0.018020301
86.11111111	0.01765084
86.16666667	0.017467033
86.22222222	0.016750564
86.27777778	0.016921418
86.33333333	0.017107054
86.38888889	0.016775667
86.44444444	0.017381476
86.5	0.017329044
86.55555556	0.01663176
86.61111111	0.017535216
86.66666667	0.017993374
86.72222222	0.0179088
86.77777778	0.01800324
86.83333333	0.017250974
86.88888889	0.016710104
86.94444444	0.017082778
87	0.017270165
87.05555556	0.016892661
87.11111111	0.01680916
87.16666667	0.016999508
87.22222222	0.01661598
87.27777778	0.016800754
87.33333333	0.016449667
87.38888889	0.017573313
87.44444444	0.017473767
87.5	0.017579311
87.55555556	0.016912243
87.61111111	0.01656588
87.66666667	0.016971709
87.72222222	0.0170042
87.77777778	0.017084851
87.83333333	0.017041356
87.88888889	0.017015715
87.94444444	0.016428408
88	0.016134949
88.05555556	0.016885088
88.11111111	0.016305339
88.16666667	0.016831439
88.22222222	0.016982657
88.27777778	0.016741652
88.33333333	0.016528838
88.38888889	0.017339948
88.44444444	0.016751335
88.5	0.016666207
88.55555556	0.017076643
88.61111111	0.016325632
88.66666667	0.016935764
88.72222222	0.016494158
88.77777778	0.015884549
88.83333333	0.016106676
88.88888889	0.016980131
88.94444444	0.017487563
89	0.017000525
89.05555556	0.016839096
89.11111111	0.017017942
89.16666667	0.016752864
89.22222222	0.017526576
89.27777778	0.01660525
89.33333333	0.016580101
89.38888889	0.016161652
89.44444444	0.016574974
89.5	0.016040035
89.55555556	0.015492471
89.61111111	0.016523873
89.66666667	0.016940662
89.72222222	0.017426929
89.77777778	0.016467839
89.83333333	0.016027066
89.88888889	0.016682174
89.94444444	0.016536717
90	0.016485356
90.05555556	0.016038415
90.11111111	0.015436672
90.16666667	0.015714482
90.22222222	0.015914628
90.27777778	0.016554753
90.33333333	0.017282446
90.38888889	0.017043743
90.44444444	0.016947493
90.5	0.016208825
90.55555556	0.01735314
90.61111111	0.016552231
90.66666667	0.015726313
90.72222222	0.016056425
90.77777778	0.016730933
90.83333333	0.015929266
90.88888889	0.016055688
90.94444444	0.017224105
91	0.017046221
91.05555556	0.017466457
91.11111111	0.016661946
91.16666667	0.016486597
91.22222222	0.016585313
91.27777778	0.016737306
91.33333333	0.016447264
91.38888889	0.016962487
91.44444444	0.016806367
91.5	0.016789056
91.55555556	0.017482223
91.61111111	0.017923217
91.66666667	0.017316882
91.72222222	0.017123426
91.77777778	0.017394924
91.83333333	0.017113677
91.88888889	0.017207907
91.94444444	0.016888095
92	0.016612095
92.05555556	0.017613869
92.11111111	0.017378527
92.16666667	0.018025113
92.22222222	0.017828291
92.27777778	0.018421165
92.33333333	0.017617532
92.38888889	0.018094124
92.44444444	0.017846115
92.5	0.017444025
92.55555556	0.018115194
92.61111111	0.017760767
92.66666667	0.017282437
92.72222222	0.017120915
92.77777778	0.017812338
92.83333333	0.018149048
92.88888889	0.018044436
92.94444444	0.0180436
93	0.017700129
93.05555556	0.018135904
93.11111111	0.017385698
93.16666667	0.017933079
93.22222222	0.018352346
93.27777778	0.017375559
93.33333333	0.017670387
93.38888889	0.017814476
93.44444444	0.016936842
93.5	0.017559497
93.55555556	0.018067659
93.61111111	0.018067288
93.66666667	0.017830395
93.72222222	0.0179881
93.77777778	0.01779704
93.83333333	0.017262077
93.88888889	0.0175107
93.94444444	0.017502625
94	0.01733858
94.05555556	0.017656838
94.11111111	0.01745128
94.16666667	0.017082244
94.22222222	0.01654329
94.27777778	0.017064884
94.33333333	0.018251548
94.38888889	0.017903135
94.44444444	0.017689856
94.5	0.017710328
94.55555556	0.018698537
94.61111111	0.017520309
94.66666667	0.017380191
94.72222222	0.017305229
94.77777778	0.01783765
94.83333333	0.017082261
94.88888889	0.017184694
94.94444444	0.016872379
95	0.016930829
95.05555556	0.017727151
95.11111111	0.017774157
95.16666667	0.018282847
95.22222222	0.017748866
95.27777778	0.017869798
95.33333333	0.017488028
95.38888889	0.016921838
95.44444444	0.017930642
95.5	0.016864611
95.55555556	0.017199788
95.61111111	0.016759688
95.66666667	0.016206362
95.72222222	0.016757439
95.77777778	0.016820949
95.83333333	0.016972711
95.88888889	0.017953664
95.94444444	0.017777493
96	0.017571579
96.05555556	0.017398563
96.11111111	0.01736673
96.16666667	0.017567789
96.22222222	0.016720197
96.27777778	0.017725433
96.33333333	0.017044989
96.38888889	0.016927047
96.44444444	0.016862993
96.5	0.016715598
96.55555556	0.016148154
96.61111111	0.017001699
96.66666667	0.017539475
96.72222222	0.017075868
96.77777778	0.017178121
96.83333333	0.016565672
96.88888889	0.017595522
96.94444444	0.016773465
97	0.016733315
97.05555556	0.016638452
97.11111111	0.016632534
97.16666667	0.016273173
97.22222222	0.016485711
97.27777778	0.017310733
97.33333333	0.016126365
97.38888889	0.017183704
97.44444444	0.017599969
97.5	0.017186049
97.55555556	0.017816749
97.61111111	0.016321671
97.66666667	0.017036768
97.72222222	0.017310895
97.77777778	0.016962277
97.83333333	0.016555337
97.88888889	0.015960946
97.94444444	0.016384432
98	0.016190375
98.05555556	0.01572191
98.11111111	0.017057097
98.16666667	0.016686158
98.22222222	0.016658675
98.27777778	0.017175968
98.33333333	0.01608786
98.38888889	0.016650177
98.44444444	0.016965794
98.5	0.01676181
98.55555556	0.016825228
98.61111111	0.01660002
98.66666667	0.016667409
98.72222222	0.016308808
98.77777778	0.015710332
98.83333333	0.016260128
98.88888889	0.016906191
98.94444444	0.01733768
99	0.017288481
99.05555556	0.017551728
99.11111111	0.017640069
99.16666667	0.017096804
99.22222222	0.016908755
99.27777778	0.016723773
99.33333333	0.016630101
99.38888889	0.015959124
99.44444444	0.016332557
99.5	0.016606959
99.55555556	0.017409019
99.61111111	0.016766871
99.66666667	0.01718817
99.72222222	0.017024457
99.77777778	0.016885667
99.83333333	0.016486392
99.88888889	0.017089421
99.94444444	0.016602126
100	0.016543706
100.0555556	0.016229487
100.1111111	0.015969186
100.1666667	0.016543338
100.2222222	0.017108815
100.2777778	0.016698705
100.3333333	0.017410329
100.3888889	0.016330356
100.4444444	0.016916754
100.5	0.017620996
100.5555556	0.016833513
100.6111111	0.016835385
100.6666667	0.016738867
100.7222222	0.016913265
100.7777778	0.017371033
100.8333333	0.017285503
100.8888889	0.018232905
100.9444444	0.018566461
101	0.017081784
101.0555556	0.017006232
101.1111111	0.017444296
101.1666667	0.018167209
101.2222222	0.016984138
101.2777778	0.017024829
101.3333333	0.017174664
101.3888889	0.016894327
101.4444444	0.017434005
101.5	0.017657777
101.5555556	0.017617344
101.6111111	0.017466167
101.6666667	0.018109892
101.7222222	0.017829868
101.7777778	0.017361783
101.8333333	0.017810254
101.8888889	0.017891399
101.9444444	0.01750111
102	0.01795643
102.0555556	0.017164809
102.1111111	0.018073647
102.1666667	0.017474924
102.2222222	0.018337451
102.2777778	0.017876515
102.3333333	0.018579199
102.3888889	0.018070432
102.4444444	0.017718367
102.5	0.017890983
102.5555556	0.017651039
102.6111111	0.017429408
102.6666667	0.017908174
102.7222222	0.017779144
102.7777778	0.017918053
102.8333333	0.01822185
102.8888889	0.017506527
102.9444444	0.017674526
103	0.018485089
103.0555556	0.017406891
103.1111111	0.017983916
103.1666667	0.018160889
103.2222222	0.017532497
103.2777778	0.017530751
103.3333333	0.017919153
103.3888889	0.017832312
103.4444444	0.017442624
103.5	0.017762566
103.5555556	0.01707761
103.6111111	0.017768706
103.6666667	0.017121347
103.7222222	0.017797524
103.7777778	0.017747419
103.8333333	0.017193295
103.8888889	0.017748034
103.9444444	0.017344061
104	0.01701302
104.0555556	0.017608622
104.1111111	0.01661674
104.1666667	0.017603053
104.2222222	0.017256202
104.2777778	0.016952518
104.3333333	0.017122116
104.3888889	0.016572642
104.4444444	0.01736993
104.5	0.016955038
104.5555556	0.017688725
104.6111111	0.018465102
104.6666667	0.017973959
104.7222222	0.016839667
104.7777778	0.017761734
104.8333333	0.017319583
104.8888889	0.017871626
104.9444444	0.016739531
105	0.017087535
105.0555556	0.01636274
105.1111111	0.016301572
105.1666667	0.016792254
105.2222222	0.017563856
105.2777778	0.017351373
105.3333333	0.017533573
105.3888889	0.017834245
105.4444444	0.017869255
105.5	0.018012498
105.5555556	0.01762327
105.6111111	0.017355307
105.6666667	0.017556998
105.7222222	0.017009007
105.7777778	0.016251326
105.8333333	0.016468872
105.8888889	0.015993272
105.9444444	0.016381321
106	0.016418056
106.0555556	0.017516804
106.1111111	0.017361072
106.1666667	0.017501278
106.2222222	0.017447384
106.2777778	0.01710147
106.3333333	0.017759776
106.3888889	0.017540603
106.4444444	0.017134858
106.5	0.016665235
106.5555556	0.016526333
106.6111111	0.016488623
106.6666667	0.016114836
106.7222222	0.016597373
106.7777778	0.01719359
106.8333333	0.017316683
106.8888889	0.017048041
106.9444444	0.017067812
107	0.017281778
107.0555556	0.016715004
107.1111111	0.016687669
107.1666667	0.016649034
107.2222222	0.01628466
107.2777778	0.016451981
107.3333333	0.016770894
107.3888889	0.015771188
107.4444444	0.016664337
107.5	0.01717244
107.5555556	0.017204228
107.6111111	0.016921234
107.6666667	0.017039102
107.7222222	0.0164154
107.7777778	0.016275575
107.8333333	0.01692733
107.8888889	0.016234822
107.9444444	0.016108911
108	0.015692474
108.0555556	0.016018564
108.1111111	0.016062413
108.1666667	0.017234908
108.2222222	0.016568303
108.2777778	0.016535814
108.3333333	0.017187304
108.3888889	0.017037317
108.4444444	0.01730683
108.5	0.016444669
108.5555556	0.016497391
108.6111111	0.016762296
108.6666667	0.016884443
108.7222222	0.016430638
108.7777778	0.016540686
108.8333333	0.01729841
108.8888889	0.017192322
108.9444444	0.017088022
109	0.016929469
109.0555556	0.017386987
109.1111111	0.017189436
109.1666667	0.016550329
109.2222222	0.016676285
109.2777778	0.016594916
109.3333333	0.016544297
109.3888889	0.016710041
109.4444444	0.016997372
109.5	0.017494336
109.5555556	0.017508873
109.6111111	0.017825346
109.6666667	0.017526425
109.7222222	0.017456681
109.7777778	0.017193765
109.8333333	0.017746854
109.8888889	0.017136576
109.9444444	0.016623897
110	0.017424179
110.0555556	0.017542035
110.1111111	0.017820028
110.1666667	0.018110476
110.2222222	0.017695951
110.2777778	0.017367888
110.3333333	0.017532407
110.3888889	0.017442438
110.4444444	0.01712596
110.5	0.017623401
110.5555556	0.017499087
110.6111111	0.01717392
110.6666667	0.017066846
110.7222222	0.01752139
110.7777778	0.017291085
110.8333333	0.017459148
110.8888889	0.017405537
110.9444444	0.017436966
111	0.017491109
111.0555556	0.017305616
111.1111111	0.017296102
